Artist,Title,Album,Air Time
Bush,Glycerine,Sixteen Stone,2022-12-03 08:24:32
Portishead,Glory Box,Dummy,2022-12-03 08:19:36
Pearl Jam,Glorified G,Vs.,2022-12-03 08:16:16
Pearl Jam,Given to Fly,Yield,2022-12-03 08:10:44
Tracy Chapman,Give Me One Reason,New Beginning,2022-12-03 08:06:09
Etta James,Give It Up,The Right Time,2022-12-03 08:02:42
Red Hot Chili Peppers,Give It Away,Blood Sugar Sex Magik,2022-12-03 07:57:29
Uncle Tupelo,Give Back The Key To My Heart,Anodyne,2022-12-03 07:53:59
Blur,Girls and Boys,Parklife,2022-12-03 07:48:39
Matthew Sweet,Girlfriend,Girlfriend,2022-12-03 07:44:56
Urge Overkill,"Girl, You'll Be A Woman Soon",Pulp Fiction (soundtrack),2022-12-03 07:41:54
Snoop Dogg,Gin & Juice,Doggystyle,2022-12-03 07:37:10
Busta Rhymes,Gimme Some More,E.L.E. (Extinction Level Event): The Final World Front,2022-12-03 07:33:47
Electronic,Getting Away With It,Electronic,2022-12-03 07:28:39
Will Smith,Gettin' Jiggy wit It,Big Willie Style,2022-12-03 07:23:42
Sleater-Kinney,Get Up,The Hot Rock,2022-12-03 07:19:54
Indigo Girls,Get Out The Map,Shaming Of The Sun,2022-12-03 07:16:35
Shawn Colvin,Get Out Of This House,A Few Small Repairs,2022-12-03 07:11:02
Cracker,Get Off This,Kerosene Hat,2022-12-03 07:06:47
Gomez,Get Myself Arrested,Bring It On,2022-12-03 07:01:06
Gomez,Get Miles,Bring It On,2022-12-03 06:55:20
Foxy Brown,Get Me Home,Ill Na Na,2022-12-03 06:51:33
Raphael Saadiq,Get Involved (ft. Q-Tip),The PJs Soundtrack,2022-12-03 06:47:04
Oleta Adams,Get Here,Circle Of One,2022-12-03 06:42:29
DMX,Get At Me Dog,It's Dark and Hell is Hot,2022-12-03 06:39:25
Belly,Gepetto,Star,2022-12-03 06:34:51
The Afghan Whigs,Gentleman,Gentlemen,2022-12-03 06:30:52
Fatboy Slim,Gangster Tripping,"You've Come A Long Way, Baby",2022-12-03 06:27:22
Coolio,Gangsta's Paradise,Dangerous Minds OST,2022-12-03 06:22:19
Indigo Girls,Galileo,Rites of Passage,2022-12-03 06:18:05
Lyle Lovett & Al Green,Funny How Time Slips Away,Rhythm Country And Blues,2022-12-03 06:13:28
Lords Of The Underground,Funky Child,Here Come The Lords,2022-12-03 06:07:45
Black 47,Funky Ceili (Bridie's Song),Black 47,2022-12-03 06:03:51
Da Brat,Funkdafied,Funkdafied,2022-12-03 06:00:45
Smokin Suckaz Wit Logic,Funk-A-Tac,Playin' Foolz,2022-12-03 05:58:47
James McMurtry,Fuller Brush Man,Where'd You Hide The Body,2022-12-03 05:53:38
Ani DiFranco,Fuel,Little Plastic Castle,2022-12-03 05:49:52
The Fugees,Fu-gee-la,The Score,2022-12-03 05:45:44
The Cure,From The Edge of the Deep Green Sea,Wish,2022-12-03 05:37:26
Neil Young,From Hank To Hendrix,Harvest Moon,2022-12-03 05:32:19
Yo La Tengo,From A Motel 6,Painful,2022-12-03 05:28:16
Garth Brooks,Friends In Low Places,No Fences,2022-12-03 05:23:04
Lyle Lovett,Friend Of The Devil,Deadicated,2022-12-03 05:18:48
Jerry Garcia & David Grisman,Friend Of The Devil,Jerry Garcia / David Grisman,2022-12-03 05:11:48
The Cure,Friday I'm In Love,Wish,2022-12-03 05:06:45
Ween,Freedom Of 76,Chocolate & Cheese,2022-12-03 05:04:01
George Michael,Freedom '90,"Listen Without Prejudice, Volume 1",2022-12-03 04:57:39
En Vogue,Free Your Mind,Funky Divas,2022-12-03 04:52:24
The Fall,Free Range,Code: Selfish,2022-12-03 04:47:19
Ziggy Marley,Free Like We Want 2 B,Free Like We Want 2 B,2022-12-03 04:42:27
Tom Petty & The Heartbreakers,Free Girl Now,Echo,2022-12-03 04:39:04
Phish,Free,Billy Breathes,2022-12-03 04:34:27
Korn,Freak On A Leash,Follow The Leader,2022-12-03 04:30:02
Adina Howard,Freak Like Me,Do You Wanna Ride,2022-12-03 04:26:09
Cake,Frank Sinatra,Fashion Nugget,2022-12-03 04:21:21
Galaxie 500,Fourth Of July,This is Our Music,2022-12-03 04:15:45
The Afghan Whigs,Fountain and Fairfax,Gentlemen,2022-12-03 04:11:44
Gin Blossoms,Found Out About You,New Miserable Experience,2022-12-03 04:06:30
Midnight Oil,Forgotten Years,Blue Sky Mining,2022-12-03 04:02:20
Alanis Morissette,Forgiven,Jagged Little Pill,2022-12-03 03:57:34
Alison Krauss,Forget About It,Forget About It,2022-12-03 03:53:40
Juliana Hatfield,Forever Baby,HEY BABE,2022-12-03 03:49:25
Joe Strummer & The Mescaleros,Forbidden City,Rock Art And The X-Ray Style,2022-12-03 03:44:43
Metallica,For Whom The Bell Tolls (Live at Woodstock '94),Woodstock 94,2022-12-03 03:35:42
Lush,For Love,Spooky,2022-12-03 03:31:17
Linda Ronstadt & Emmylou Harris,For A Dancer,Western Wall: The Tucson Sessions,2022-12-03 03:26:32
Gin Blossoms,Follow You Down,Congratulations I'm Sorry,2022-12-03 03:22:18
Chris Isaak,Flying,Speak Of The Devil,2022-12-03 03:18:26
Lenny Kravitz,Fly Away,5,2022-12-03 03:14:46
Bela Fleck & The Flecktones,Flight of the Cosmic Hippo,Flight of the Cosmic Hippo,2022-12-03 03:10:28
Craig Mack,Flava In Ya Ear,Project Funk Da World,2022-12-03 03:05:47
Harvey Danger,Flagpole Sitta,Where Have All The Merrymakers Gone?,2022-12-03 03:02:02
Radiohead,Fitter Happier,OK Computer,2022-12-03 03:00:10
Paul Westerberg,First Glimmer,14 Songs,2022-12-03 02:54:56
The Prodigy,Firestarter,The Fat Of The Land,2022-12-03 02:49:18
Red Hot Chili Peppers,Fire (Live at Woodstock '99),Woodstock '99,2022-12-03 02:46:34
CeCe Peniston,Finally,Finally,2022-12-03 02:42:39
Aimee Mann,Fifty Years After The Fair,Whatever,2022-12-03 02:38:34
Sting,Fields Of Gold,Ten Summoner's Tales,2022-12-03 02:34:55
Soundgarden,Fell On Black Days,Down on the Upside,2022-12-03 02:30:11
Buddy Guy,Feels Like Rain,Feels Like Rain,2022-12-03 02:24:54
Patti LaBelle,Feels Like Another One,Burnin',2022-12-03 02:19:43
Tony! Toni! Tone!,Feels Good,The Revival,2022-12-03 02:14:50
Belly,Feed The Tree,Star,2022-12-03 02:10:00
Everclear,Father of Mine,So Much For The Afterglow,2022-12-03 02:06:04
Phish,Fast Enough For You,Rift,2022-12-03 02:01:19
Fiona Apple,Fast As You Can,When The Pawn...,2022-12-03 01:56:22
Candlebox,Far Behind,Candlebox,2022-12-03 01:50:50
Mariah Carey,Fantasy (ft. ODB),Daydream,2022-12-03 01:46:06
Teenage Fanclub and De La Soul,Fallin',Judgement Night (Original Soundtrack),2022-12-03 01:41:42
Crowded House,Fall At Your Feet,Woodface,2022-12-03 01:37:17
Radiohead,Fake Plastic Trees,The Bends,2022-12-03 01:32:24
Ben Harper,Faded,The Will to Live,2022-12-03 01:29:00
Mazzy Star,Fade Into You,So Tonight That I Might See,2022-12-03 01:23:32
Pat Metheny,Facing West,Secret Story,2022-12-03 01:17:42
Guster,Fa Fa,Lost And Gone Forever,2022-12-03 01:13:09
Salt N Pepa,Expression,Black Magic,2022-12-03 01:09:08
Radiohead,Exit Music (For A Film),OK Computer,2022-12-03 01:03:54
No Doubt,Excuse Me Mr.,Tragic Kingdom,2022-12-03 01:00:52
Ben Harper,Excuse Me Mr.,Fight For Your Mind,2022-12-03 00:55:17
Lauryn Hill,Ex-Factor,The Miseducation Of Lauryn Hill,2022-12-03 00:48:56
Freedy Johnston,Evie's Tears,This Perfect World,2022-12-03 00:45:51
Everclear,Everything To Everyone,So Much For The Afterglow,2022-12-03 00:42:34
Lauryn Hill,Everything Is Everything,The Miseducation Of Lauryn Hill,2022-12-03 00:37:00
John Prine,Everything Is Cool,The Missing Years,2022-12-03 00:34:12
Teenage Fanclub,Everything Flows,A Catholic Education,2022-12-03 00:29:05
Everything Falls Apart~,Everything Falls Apart~,"Live at the World Cafe, Vol. 3",2022-12-03 00:24:35
Fishbone,Everyday Sunshine,The Reality of My Surroundings,2022-12-03 00:19:31
Sheryl Crow,Everyday Is A Winding Road,Sheryl Crow,2022-12-03 00:15:26
Prince,Everyday Is A Winding Road,Rave Un2 The Joy Fantastic,2022-12-03 00:08:30
Juliana Hatfield,Everybody Loves Me But You,HEY BABE,2022-12-03 00:05:04
Concrete Blonde,Everybody Knows,Pump Up The Volume Soundtrack,2022-12-03 00:00:33
